['arrival', 'Time'],['arrival', 'time'],7
['arrival', 'Time'],['departure', 'time'],3
['destination', 'Zone'],['routes'],2
['destination', 'Zone'],['zone', 'id'],4
['destination', 'Zone'],['destination', 'id'],6
['destination', 'Zone'],['location', 'type'],2
['start', 'Time'],['stop', 'time'],1
['start', 'Time'],['start', 'date'],4
['long', 'Name'],['route', 'long', 'name'],2
['long', 'Name'],['agency', 'name'],1
['long', 'Name'],['stop', 'name'],1
['long', 'Name'],['route', 'short', 'name'],1
['long', 'Name'],['trip', 'short', 'name'],1
['long', 'Name'],['agency', 'id'],2
['long', 'Name'],['stop', 'id'],2
['long', 'Name'],['service', 'id'],3
['long', 'Name'],['direction', 'id'],1
['long', 'Name'],['block', 'id'],1
['long', 'Name'],['shape', 'id'],2
['long', 'Name'],['origin', 'id'],1
['long', 'Name'],['contains', 'id'],1
['Transfers', 'Allowed', 'Type'],['transfers'],5
['Transfers', 'Allowed', 'Type'],['transfer', 'duration'],1
['Transfers', 'Allowed', 'Type'],['stops'],1
['One', 'Transfers', 'Allowed'],['transfers'],5
['One', 'Transfers', 'Allowed'],['transfer', 'duration'],1
['One', 'Transfers', 'Allowed'],['stops'],1
['monday'],['monday'],16
['monday'],['tuesday'],16
['monday'],['wednesday'],16
['monday'],['thursday'],16
['monday'],['friday'],16
['monday'],['saturday'],16
['monday'],['sunday'],16
['Calendar', 'Date', 'Rule'],['calendar'],17
['Calendar', 'Date', 'Rule'],['fare', 'rule'],1
['Station'],['parent', 'station'],15
['thursday'],['monday'],16
['thursday'],['tuesday'],16
['thursday'],['wednesday'],16
['thursday'],['thursday'],16
['thursday'],['friday'],16
['thursday'],['saturday'],16
['thursday'],['sunday'],16
['pickup', 'Type'],['pickup', 'type'],8
['Before', 'Boarding'],['wheelchair', 'boarding'],4
['minimum', 'Transfer', 'Time'],['transfers'],4
['minimum', 'Transfer', 'Time'],['transfer', 'duration'],1
['route', 'Type'],['routes'],10
['route', 'Type'],['route'],92
['route', 'Type'],['destination', 'id'],1
['trip'],['trips'],16
['trip'],['trip'],51
['trip'],['shape', 'dist', 'traveled'],4
['code'],['stop', 'code'],11
['code'],['fare', 'rules'],1
['Route'],['routes'],2
['Route'],['route'],8
['wednesday'],['monday'],16
['wednesday'],['tuesday'],16
['wednesday'],['wednesday'],16
['wednesday'],['thursday'],16
['wednesday'],['friday'],16
['wednesday'],['saturday'],16
['wednesday'],['sunday'],16
['stop', 'Sequence'],['stops'],5
['stop', 'Sequence'],['stop'],64
['Calendar', 'Rule'],['calendar'],16
['Calendar', 'Rule'],['fare', 'rule'],1
['Calendar', 'Rule'],['fare', 'rules'],1
['Ensured', 'Transfer'],['transfers'],9
['Ensured', 'Transfer'],['transfer', 'duration'],2
['Not', 'Wheelchair', 'Accessible'],['wheelchair', 'accessible'],6
['Not', 'Wheelchair', 'Accessible'],['wheelchair', 'boarding'],3
['agency'],['agencies'],9
['agency'],['agency'],52
['drop', 'Off', 'Type'],['drop', 'off', 'type'],5
['wheelchair', 'Accessible'],['wheelchair', 'boarding'],9
['wheelchair', 'Accessible'],['wheelchair', 'accessible'],11
['wheelchair', 'Accessible'],['bikes', 'allowed'],3
['Wheelchair', 'Accessible'],['wheelchair', 'boarding'],5
['Wheelchair', 'Accessible'],['wheelchair', 'accessible'],8
['Service'],['service'],16
['Unlimited', 'Transfers', 'Allowed'],['transfers'],5
['Unlimited', 'Transfers', 'Allowed'],['transfer', 'duration'],1
['end', 'Time'],['end', 'date'],4
['destination', 'Stop'],['stops'],5
['destination', 'Stop'],['stop'],63
['destination', 'Stop'],['routes'],2
['destination', 'Stop'],['destination', 'id'],6
['destination', 'Stop'],['location', 'type'],2
['Recommended', 'Transfer'],['transfers'],4
['Recommended', 'Transfer'],['transfer', 'duration'],1
['shape'],['shape'],58
['shape'],['shapes'],4
['Fare', 'Class'],['fare', 'attributes'],2
['Fare', 'Class'],['fare', 'attribute'],2
['Fare', 'Class'],['fare', 'rules'],2
['Fare', 'Class'],['fare', 'rule'],2
['Fare', 'Class'],['agency', 'fare', 'url'],1
['Fare', 'Class'],['fare', 'id'],4
['Fare', 'Class'],['agency', 'id'],2
['Fare', 'Class'],['stop', 'id'],2
['Fare', 'Class'],['service', 'id'],3
['Fare', 'Class'],['direction', 'id'],1
['Fare', 'Class'],['block', 'id'],1
['Fare', 'Class'],['shape', 'id'],2
['Fare', 'Class'],['origin', 'id'],1
['Fare', 'Class'],['contains', 'id'],1
['Drop', 'Off', 'Type'],['drop', 'off', 'type'],1
['time', 'Zone'],['zone', 'id'],8
['sunday'],['monday'],16
['sunday'],['tuesday'],16
['sunday'],['wednesday'],16
['sunday'],['thursday'],16
['sunday'],['friday'],16
['sunday'],['saturday'],16
['sunday'],['sunday'],16
['sunday'],['shape', 'pt', 'lat'],3
['payment', 'Method'],['payment', 'method'],10
['origin', 'Stop'],['stop', 'desc'],4
['origin', 'Stop'],['origin', 'id'],5
['origin', 'Stop'],['stops'],1
['origin', 'Stop'],['stop'],13
['Stop'],['stops'],6
['Stop'],['stop'],82
['departure', 'Time'],['arrival', 'time'],3
['departure', 'Time'],['departure', 'time'],9
['zone'],['zone', 'id'],11
['zone'],['agency', 'id'],2
['zone'],['stop', 'id'],2
['zone'],['service', 'id'],3
['zone'],['direction', 'id'],1
['zone'],['block', 'id'],1
['zone'],['shape', 'id'],2
['zone'],['origin', 'id'],1
['zone'],['contains', 'id'],1
['Must', 'Phone'],['agency', 'phone'],3
['service', 'Rule'],['service'],15
['service', 'Rule'],['fare', 'rule'],1
['Wheelchair', 'Boarding', 'Status'],['wheelchair', 'boarding'],5
['Wheelchair', 'Boarding', 'Status'],['wheelchair', 'accessible'],3
['short', 'Name'],['route', 'short', 'name'],5
['short', 'Name'],['trip', 'short', 'name'],3
['short', 'Name'],['agency', 'name'],1
['short', 'Name'],['stop', 'name'],1
['short', 'Name'],['route', 'long', 'name'],1
['route'],['routes'],11
['route'],['route'],108
['route'],['destination', 'id'],1
['color'],['route', 'color'],13
['color'],['shapes'],2
['color'],['shape'],1
['transfers'],['transfers'],16
['transfers'],['transfer', 'duration'],7
['No', 'Transfer'],['transfers'],9
['No', 'Transfer'],['transfer', 'duration'],2
['direction'],['direction', 'id'],6
['Transfer', 'Type'],['transfers'],4
['Transfer', 'Type'],['transfer', 'duration'],1
['Transfer', 'Type'],['agency', 'id'],2
['Transfer', 'Type'],['stop', 'id'],2
['Transfer', 'Type'],['service', 'id'],3
['Transfer', 'Type'],['direction', 'id'],1
['Transfer', 'Type'],['block', 'id'],1
['Transfer', 'Type'],['shape', 'id'],2
['Transfer', 'Type'],['origin', 'id'],1
['Transfer', 'Type'],['contains', 'id'],1
['origin', 'Zone'],['origin', 'id'],4
['origin', 'Zone'],['zone', 'id'],3
['Not', 'Available'],['wheelchair', 'accessible'],1
['stop'],['stops'],12
['stop'],['stop'],105
['transfer', 'Expiry', 'Time'],['transfers'],1
['transfer', 'Expiry', 'Time'],['transfer', 'duration'],1
['Pickup', 'Type'],['pickup', 'type'],2
['Pickup', 'Type'],['agency', 'id'],2
['Pickup', 'Type'],['stop', 'id'],2
['Pickup', 'Type'],['service', 'id'],3
['Pickup', 'Type'],['direction', 'id'],1
['Pickup', 'Type'],['block', 'id'],1
['Pickup', 'Type'],['shape', 'id'],2
['Pickup', 'Type'],['origin', 'id'],1
['Pickup', 'Type'],['contains', 'id'],1
['Zone'],['zone', 'id'],5
['No', 'Transfers', 'Allowed'],['transfers'],5
['No', 'Transfers', 'Allowed'],['transfer', 'duration'],1
['block'],['block', 'id'],7
['block'],['agency', 'id'],2
['block'],['stop', 'id'],2
['block'],['service', 'id'],3
['block'],['direction', 'id'],1
['block'],['shape', 'id'],2
['block'],['pickup', 'type'],1
['block'],['origin', 'id'],1
['block'],['contains', 'id'],1
['Agency'],['agencies'],2
['Agency'],['agency'],20
['date', 'Addition'],['calendar', 'date'],4
['date', 'Addition'],['start', 'date'],4
['date', 'Addition'],['end', 'date'],4
['date', 'Addition'],['date'],6
['date', 'Addition'],['calendar', 'dates'],2
['service'],['service'],32
['saturday'],['monday'],16
['saturday'],['tuesday'],16
['saturday'],['wednesday'],16
['saturday'],['thursday'],16
['saturday'],['friday'],16
['saturday'],['saturday'],16
['saturday'],['sunday'],16
['saturday'],['shape', 'pt', 'lat'],3
['Payment', 'Method'],['payment', 'method'],8
['fare', 'Url'],['fare', 'attributes'],8
['fare', 'Url'],['fare', 'attribute'],8
['fare', 'Url'],['fare', 'rules'],8
['fare', 'Url'],['fare', 'rule'],8
['fare', 'Url'],['agency', 'fare', 'url'],5
['fare', 'Url'],['fare', 'id'],16
['Two', 'Transfers', 'Allowed'],['transfers'],5
['Two', 'Transfers', 'Allowed'],['transfer', 'duration'],1
['Two', 'Transfers', 'Allowed'],['stops'],1
['Transfer', 'Rule'],['transfers'],9
['Transfer', 'Rule'],['fare', 'rule'],1
['Transfer', 'Rule'],['transfer', 'duration'],2
['transfer', 'Type'],['transfers'],11
['transfer', 'Type'],['transfer', 'duration'],5
['tuesday'],['monday'],16
['tuesday'],['tuesday'],16
['tuesday'],['wednesday'],16
['tuesday'],['thursday'],16
['tuesday'],['friday'],16
['tuesday'],['saturday'],16
['tuesday'],['sunday'],16
['friday'],['monday'],16
['friday'],['tuesday'],16
['friday'],['wednesday'],16
['friday'],['thursday'],16
['friday'],['friday'],16
['friday'],['saturday'],16
['friday'],['sunday'],16
['Minimum', 'Time', 'Transfer'],['transfers'],4
['Minimum', 'Time', 'Transfer'],['transfer', 'duration'],1
['bikes', 'Allowed'],['bikes', 'allowed'],12
['bikes', 'Allowed'],['wheelchair', 'boarding'],2
['bikes', 'Allowed'],['wheelchair', 'accessible'],2
['Trip'],['trips'],10
['Trip'],['trip'],31
['Trip'],['shape', 'dist', 'traveled'],2
['text', 'Color'],['route', 'color'],12
['Service', 'Rule'],['fare', 'rule'],1
['Fare', 'Rule'],['fare', 'rules'],4
['Fare', 'Rule'],['fare', 'rule'],5
['Fare', 'Rule'],['fare', 'attributes'],3
['Fare', 'Rule'],['fare', 'attribute'],3
['Fare', 'Rule'],['agency', 'fare', 'url'],1
['Fare', 'Rule'],['fare', 'id'],6
